[2025-07-18 00:49:39] [INFO    ] discord.client: logging in using static token
[2025-07-18 00:49:45] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_CREATE', 's': 3, 'op': 0, 'd': {'features': [], 'icon': None, 'owner_id': '612141684565999619', 'member_count': 3, 'mfa_level': 0, 'embedded_activities': [], 'premium_subscription_count': 0, 'rules_channel_id': None, 'premium_features': None, 'profile': None, 'system_channel_id': '1395311223171580016', 'stage_instances': [], 'hub_type': None, 'default_message_notifications': 0, 'nsfw_level': 0, 'explicit_content_filter': 0, 'id': '1395311222643101727', 'name': "magikarp's server", 'region': 'deprecated', 'activity_instances': [], 'unavailable': False, 'stickers': [], 'lazy': True, 'members': [{'user': {'username': 'Foodie', 'public_flags': 0, 'primary_guild': None, 'id': '1395315753925738626', 'global_name': None, 'display_name': None, 'discriminator': '6415', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1395316615515738264'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-17T08:10:04.913445+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'large': False, 'afk_channel_id': None, 'emojis': [], 'verification_level': 0, 'threads': [], 'presences': [], 'nsfw': False, 'channels': [{'version': 1752738519235, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Text channels', 'id': '1395311223171580014', 'flags': 0}, {'version': 1752738519241, 'type': 4, 'position': 0, 'permission_overwrites': [], 'name': 'Voice channels', 'id': '1395311223171580015', 'flags': 0}, {'version': 1752738519251, 'type': 0, 'topic': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1395311223171580014', 'name': 'general', 'last_message_id': '1395440084530106519', 'id': '1395311223171580016', 'icon_emoji': {'name': '👋', 'id': None}, 'flags': 0}, {'version': 1752738519261, 'user_limit': 0, 'type': 2, 'rtc_region': None, 'rate_limit_per_user': 0, 'position': 0, 'permission_overwrites': [], 'parent_id': '1395311223171580015', 'name': 'General', 'last_message_id': None, 'id': '1395311223171580017', 'icon_emoji': {'name': '🎙', 'id': None}, 'flags': 0, 'bitrate': 64000}], 'description': None, 'premium_tier': 0, 'application_id': None, 'home_header': None, 'public_updates_channel_id': None, 'application_command_counts': {}, 'roles': [{'version': 1752738519225, 'unicode_emoji': None, 'tags': {}, 'position': 0, 'permissions': '2248473465835073', 'name': '@everyone', 'mentionable': False, 'managed': False, 'id': '1395311222643101727', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1752769405270, 'unicode_emoji': None, 'tags': {'bot_id': '1395315753925738626'}, 'position': 2, 'permissions': '1689865888857152', 'name': 'Foodie', 'mentionable': False, 'managed': True, 'id': '1395316615515738264', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 0}, 'color': 0}, {'version': 1752742500259, 'unicode_emoji': None, 'tags': {}, 'position': 1, 'permissions': '1024', 'name': 'Foodie lover', 'mentionable': False, 'managed': False, 'id': '1395325422379602071', 'icon': None, 'hoist': False, 'flags': 0, 'colors': {'tertiary_color': None, 'secondary_color': None, 'primary_color': 15844367}, 'color': 15844367}], 'latest_onboarding_question_id': None, 'soundboard_sounds': [], 'inventory_settings': None, 'banner': None, 'max_stage_video_channel_users': 50, 'afk_timeout': 300, 'guild_scheduled_events': [], 'moderator_reporting': None, 'splash': None, 'max_members': 2500000, 'premium_progress_bar_enabled': False, 'safety_alerts_channel_id': None, 'discovery_splash': None, 'version': 1752741895592, 'max_video_channel_users': 25, 'owner_configured_content_level': 0, 'voice_states': [], 'system_channel_flags': 0, 'joined_at': '2025-07-17T08:10:04.913445+00:00', 'vanity_url_code': None, 'incidents_data': None, 'preferred_locale': 'en-US'}}
[2025-07-18 00:49:45] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-18 00:49:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 4, 'op': 0, 'd': {'nonce': '855b9268da8c58701cd7c4f879fa9907', 'members': [{'user': {'username': 'magikarp088', 'public_flags': 256, 'primary_guild': None, 'id': '612141684565999619', 'global_name': 'magikarp', 'display_name': 'magikarp', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '9ab3e93e02f0a5a3aa35495a05d275c9'}, 'roles': [], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-17T16:21:09.201000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Foodie', 'public_flags': 0, 'primary_guild': None, 'id': '1395315753925738626', 'global_name': None, 'display_name': None, 'discriminator': '6415', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1395440278088978505'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-17T16:21:28.401717+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1395440197784698940', 'chunk_index': 0, 'chunk_count': 1}}
[2025-07-18 00:49:46] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-18 00:49:46] [DEBUG   ] discord.state: Processed a chunk for 2 members in guild ID 1395440197784698940.
[2025-07-18 00:49:46] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'GUILD_MEMBERS_CHUNK', 's': 5, 'op': 0, 'd': {'nonce': '180607ab693da0b6141e123927ef506c', 'members': [{'user': {'username': 'gabydagoat', 'public_flags': 0, 'primary_guild': None, 'id': '447787822888517633', 'global_name': 'gabydagoat', 'display_name': 'gabydagoat', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': 'dda7871acfa2a051be5b63f3485afe08'}, 'roles': ['1395325422379602071'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-17T09:20:21.382000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'magikarp088', 'public_flags': 256, 'primary_guild': None, 'id': '612141684565999619', 'global_name': 'magikarp', 'display_name': 'magikarp', 'discriminator': '0', 'collectibles': None, 'bot': False, 'avatar_decoration_data': None, 'avatar': '9ab3e93e02f0a5a3aa35495a05d275c9'}, 'roles': ['1395325422379602071'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-17T07:48:39.147000+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}, {'user': {'username': 'Foodie', 'public_flags': 0, 'primary_guild': None, 'id': '1395315753925738626', 'global_name': None, 'display_name': None, 'discriminator': '6415', 'collectibles': None, 'bot': True, 'avatar_decoration_data': None, 'avatar': None}, 'roles': ['1395316615515738264'], 'premium_since': None, 'pending': False, 'nick': None, 'mute': False, 'joined_at': '2025-07-17T08:10:04.913445+00:00', 'flags': 0, 'deaf': False, 'communication_disabled_until': None, 'banner': None, 'avatar': None}], 'guild_id': '1395311222643101727', 'chunk_index': 0, 'chunk_count': 1}}
[2025-07-18 00:49:46] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-07-18 00:49:46] [DEBUG   ] discord.state: Processed a chunk for 3 members in guild ID 1395311222643101727.
[2025-07-18 00:49:47] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-07-18 00:49:47] [DEBUG   ] discord.client: Dispatching event guild_available
[2025-07-18 00:49:47] [DEBUG   ] discord.client: Dispatching event ready
[2025-07-18 00:49:48] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/applications/1395315753925738626/guilds/1395311222643101727/commands with [] has returned 200
[2025-07-18 00:49:48] [DEBUG   ] discord.http: PUT /applications/{application_id}/guilds/{guild_id}/commands has found its initial rate limit bucket hash (3e32a240d3716487d7d8f6dae6c54f6b).
[2025-07-18 00:49:48] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/applications/1395315753925738626/guilds/1395311222643101727/commands has received []
[2025-07-18 00:49:48] [DEBUG   ] discord.http: PUT https://discord.com/api/v10/applications/1395315753925738626/commands with [{"name":"toggle_profanity","description":"Toggle the profanity filter (admin only)","type":1,"options":[],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"hello","description":"Say hello to the bot","type":1,"options":[],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"assign","description":"Assign yourself the 'Foodie lover' role","type":1,"options":[],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"dm","description":"Send yourself a private message","type":1,"options":[{"type":3,"name":"message","description":"Message to send to yourself","required":true}],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"reply","description":"Bot replies with 'bruh moment'","type":1,"options":[],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"poll","description":"Create a \ud83d\udc4d\ud83d\udc4e poll","type":1,"options":[{"type":3,"name":"question","description":"Poll question","required":true}],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"scale","description":"Scale a recipe","type":1,"options":[{"type":4,"name":"original","description":"Original servings","required":true},{"type":4,"name":"desired","description":"Desired servings","required":true},{"type":3,"name":"ingredients","description":"Format: sugar:2tbsp, flour:3 cup","required":true}],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"save","description":"Save the last scaled recipe","type":1,"options":[{"type":3,"name":"name","description":"Recipe name to save","required":true}],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"recipe","description":"Get a saved recipe by name","type":1,"options":[{"type":3,"name":"name","description":"Recipe name to retrieve","required":true}],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"recipes","description":"List all saved recipes","type":1,"options":[],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"recipe_add_ingredient","description":"Add an ingredient to a saved recipe","type":1,"options":[{"type":3,"name":"recipe_name","description":"Name of the recipe","required":true},{"type":3,"name":"ingredient_name","description":"Ingredient name","required":true},{"type":10,"name":"quantity","description":"Amount","required":true},{"type":3,"name":"unit","description":"Unit (e.g., cup)","required":true}],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"recipe_remove_ingredient","description":"Remove an ingredient from a saved recipe","type":1,"options":[{"type":3,"name":"recipe_name","description":"Name of the recipe","required":true},{"type":3,"name":"ingredient_name","description":"Ingredient to remove","required":true}],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"edit_ingredient","description":"Edit an ingredient in a saved recipe","type":1,"options":[{"type":3,"name":"recipe_name","description":"Recipe name","required":true},{"type":3,"name":"ingredient_name","description":"Ingredient to edit","required":true},{"type":10,"name":"new_quantity","description":"New quantity","required":true},{"type":3,"name":"new_unit","description":"New unit","required":true}],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"delete_recipe","description":"Delete a saved recipe","type":1,"options":[{"type":3,"name":"name","description":"Recipe name to delete","required":true}],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null},{"name":"help","description":"List all commands","type":1,"options":[],"nsfw":false,"dm_permission":true,"default_member_permissions":null,"contexts":null,"integration_types":null}] has returned 200
[2025-07-18 00:49:48] [DEBUG   ] discord.http: PUT /applications/{application_id}/commands has found its initial rate limit bucket hash (3e32a240d3716487d7d8f6dae6c54f6b).
